instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_c,atemp_c,hum_pct,wind_kmh,season_lbl,weathersit_lbl,dow,month,mon_sin,mon_cos
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,8.0975,7.041127999999997,83.58330000000001,29.8526004,winter,clear,2,1,0.49999999999999994,0.8660254037844387
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,5.825849,3.4581860000000013,64.375,38.85032519999999,winter,clear,3,1,0.49999999999999994,0.8660254037844387
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,8.058349,7.499299999999998,76.95830000000001,17.70306696,winter,mist_cloudy,4,1,0.49999999999999994,0.8660254037844387
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,11.974999999999998,11.415278,74.125,82.6512804,winter,mist_cloudy,5,1,0.49999999999999994,0.8660254037844387
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,6.844150999999998,5.541013999999997,54.333299999999994,50.851954799999994,winter,clear,6,1,0.49999999999999994,0.8660254037844387
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,5.277499999999998,1.9995860000000008,31.125000000000004,57.900059999999996,winter,clear,0,1,0.49999999999999994,0.8660254037844387
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,4.650848999999999,1.3332499999999996,40.0833,52.0490304,winter,clear,1,1,0.49999999999999994,0.8660254037844387
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,10.330000000000002,9.166922,41.6667,63.1502604,winter,clear,2,1,0.49999999999999994,0.8660254037844387
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,14.050849,14.791508,50.79169999999999,45.60296040000001,winter,clear,3,2,0.8660254037844386,0.5000000000000001
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,10.760849,10.332086,67.29169999999999,45.1495044,winter,mist_cloudy,4,2,0.8660254037844386,0.5000000000000001
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,6.726650999999999,4.416836,52.6667,43.0532352,winter,clear,5,2,0.8660254037844386,0.5000000000000001
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,4.415849,1.9998499999999986,77.95830000000001,29.401315200000003,winter,mist_cloudy,6,2,0.8660254037844386,0.5000000000000001
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,4.494150999999999,1.4583860000000008,68.7917,42.45023520000001,winter,mist_cloudy,0,2,0.8660254037844386,0.5000000000000001
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,5.282622999999999,3.564116000000002,62.2174,37.09656,winter,clear,1,2,0.8660254037844386,0.5000000000000001
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,8.645849000000002,7.832863999999997,49.625,35.547814800000005,winter,clear,2,2,0.8660254037844386,0.5000000000000001
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,4.063348999999999,1.583786,72.2917,32.253505200000006,winter,mist_cloudy,3,2,0.8660254037844386,0.5000000000000001
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,4.455,1.291208000000001,56.2083,46.8017244,winter,clear,4,2,0.8660254037844386,0.5000000000000001
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,5.1991510000000005,3.374828000000001,54.0,28.203274800000003,winter,mist_cloudy,5,2,0.8660254037844386,0.5000000000000001
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,2.5358490000000007,-2.0827779999999994,73.125,69.89879520000001,winter,light_snow_rain,6,2,0.8660254037844386,0.5000000000000001
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,-2.0075000000000003,-9.290572000000001,46.4583,98.70193440000001,winter,clear,0,2,0.8660254037844386,0.5000000000000001
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,2.4574999999999996,-0.9577419999999996,41.125,40.3486596,winter,clear,1,2,0.8660254037844386,0.5000000000000001
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,7.000848999999999,6.040436,50.875,34.0523748,winter,mist_cloudy,2,2,0.8660254037844386,0.5000000000000001
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,8.371651,7.207514000000003,53.125,43.80192,winter,clear,3,2,0.8660254037844386,0.5000000000000001
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,6.883348999999999,5.790692,75.29169999999999,22.051710000000003,winter,mist_cloudy,4,2,0.8660254037844386,0.5000000000000001
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,8.136651,7.207514000000003,63.4583,49.6500552,winter,clear,5,2,0.8660254037844386,0.5000000000000001
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,8.293349,7.45805,53.4583,46.0520748,winter,clear,6,2,0.8660254037844386,0.5000000000000001
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,5.160000000000002,1.5420080000000027,51.5833,61.05061440000001,winter,mist_cloudy,0,2,0.8660254037844386,0.5000000000000001
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,5.160000000000002,2.043806,50.7826,55.254819600000005,winter,clear,1,2,0.8660254037844386,0.5000000000000001
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,5.5278220000000005,3.477458000000002,59.434799999999996,49.6189404,winter,clear,2,2,0.8660254037844386,0.5000000000000001
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,10.604150999999998,9.916021999999998,56.7917,56.554405200000005,winter,clear,3,2,0.8660254037844386,0.5000000000000001
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,13.345849000000001,13.333435999999999,55.45830000000001,46.0482156,winter,clear,4,2,0.8660254037844386,0.5000000000000001
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,11.1525,11.124085999999998,73.75,57.3011604,winter,mist_cloudy,5,2,0.8660254037844386,0.5000000000000001
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,5.669151000000001,0.8745499999999993,39.5833,101.70005040000001,winter,clear,6,2,0.8660254037844386,0.5000000000000001
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,5.120849,1.708327999999998,41.0,49.5012348,winter,clear,0,2,0.8660254037844386,0.5000000000000001
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,9.233349,7.6249639999999985,49.0833,64.6495596,winter,clear,1,2,0.8660254037844386,0.5000000000000001
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,8.880849000000001,7.3326499999999974,39.5833,46.652180400000006,winter,clear,2,2,0.8660254037844386,0.5000000000000001
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,8.184356000000001,6.999020000000002,80.4783,43.2030204,winter,mist_cloudy,3,2,0.8660254037844386,0.5000000000000001
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,14.834151000000002,15.374485999999997,61.5417,54.7492644,winter,clear,4,3,1.0,6.123233995736766e-17
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,8.606651,7.749572000000001,65.7083,34.9508448,winter,mist_cloudy,5,3,1.0,6.123233995736766e-17
428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,11.465848999999999,11.290472000000001,62.125,38.852254800000004,winter,mist_cloudy,6,3,1.0,6.123233995736766e-17
429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,7.314150999999999,3.9993859999999977,40.3333,80.6985252,winter,clear,0,3,1.0,6.123233995736766e-17
430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,3.4366509999999995,-0.08271400000000106,50.625,55.2005496,winter,clear,1,3,1.0,6.123233995736766e-17
431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,4.1416509999999995,0.8327719999999985,45.6667,48.45105,winter,clear,2,3,1.0,6.123233995736766e-17
432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,10.995849,9.416599999999999,51.3333,83.40189480000001,winter,clear,3,3,1.0,6.123233995736766e-17
433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,16.792499999999997,18.623863999999998,56.75,106.5049956,winter,clear,4,3,1.0,6.123233995736766e-17
434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,11.309151,10.207478000000002,40.708299999999994,100.04975999999999,winter,mist_cloudy,5,3,1.0,6.123233995736766e-17
435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,5.512499999999999,2.3326220000000006,35.0417,54.450900000000004,winter,clear,6,3,1.0,6.123233995736766e-17
436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,9.001732999999998,7.738219999999998,47.6957,53.687984400000005,winter,clear,0,3,1.0,6.123233995736766e-17
437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,13.933349,14.333072000000001,48.9167,50.10037560000001,winter,clear,1,3,1.0,6.123233995736766e-17
438,2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,18.554999999999996,19.833314,61.75000000000001,57.15234,winter,clear,2,3,1.0,6.123233995736766e-17
439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,18.9075,20.208722,50.708299999999994,27.7529544,winter,clear,3,3,1.0,6.123233995736766e-17
440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,18.2025,19.166449999999998,57.958299999999994,36.151779600000005,winter,clear,4,3,1.0,6.123233995736766e-17
441,2012-03-16,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,12.484151,12.791114,84.20830000000001,27.3019104,winter,mist_cloudy,5,3,1.0,6.123233995736766e-17
442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,16.165849,17.333036,75.5833,26.7018048,winter,mist_cloudy,6,3,1.0,6.123233995736766e-17
443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,14.2075,14.624000000000002,81.0,30.6041796,winter,mist_cloudy,0,3,1.0,6.123233995736766e-17
444,2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,17.615000000000002,19.166185999999996,72.875,39.1508604,winter,clear,1,3,1.0,6.123233995736766e-17
445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,18.359151,19.543178000000005,80.7917,29.2505652,winter,clear,2,3,1.0,6.123233995736766e-17
446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,16.988349,17.875028,82.125,21.601461959999998,spring,mist_cloudy,3,3,1.0,6.123233995736766e-17
447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,18.045848999999997,19.083422,83.125,28.3559544,spring,clear,4,3,1.0,6.123233995736766e-17
448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,20.278349,21.624422000000003,69.41669999999999,28.051560000000002,spring,mist_cloudy,5,3,1.0,6.123233995736766e-17
449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,15.617499999999996,16.124378,88.5417,46.4992596,spring,mist_cloudy,6,3,1.0,6.123233995736766e-17
450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,12.5625,12.874208,88.0833,53.25093,spring,mist_cloudy,0,3,1.0,6.123233995736766e-17
451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,12.954151,12.9575,47.7917,93.3012252,spring,clear,1,3,1.0,6.123233995736766e-17
452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,7.196650999999999,4.833164,28.999999999999996,45.1507104,spring,clear,2,3,1.0,6.123233995736766e-17
453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,14.755849000000001,15.082699999999999,48.125,70.3510452,spring,clear,3,3,1.0,6.123233995736766e-17
454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,15.225849,15.832063999999999,43.9167,77.09958,spring,clear,4,3,1.0,6.123233995736766e-17
455,2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,9.39,8.790986,58.0833,33.3017604,spring,mist_cloudy,5,3,1.0,6.123233995736766e-17
456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,11.935849000000001,11.832728000000003,73.83330000000001,60.44882039999999,spring,mist_cloudy,6,3,1.0,6.123233995736766e-17
457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,12.014151000000002,11.540942000000001,67.625,41.5508004,spring,mist_cloudy,0,4,0.8660254037844387,-0.49999999999999983
458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,12.393911,12.215857999999997,50.4348,75.2879268,spring,clear,1,4,0.8660254037844387,-0.49999999999999983
459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,13.933349,14.457877999999997,39.6667,24.1520796,spring,clear,2,4,0.8660254037844387,-0.49999999999999983
460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,17.458349000000002,19.207699999999996,46.958299999999994,43.65117,spring,clear,3,4,0.8660254037844387,-0.49999999999999983
461,2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,12.445,12.456758,37.416700000000006,52.950394800000005,spring,clear,4,4,0.8660254037844387,-0.49999999999999983
462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,10.956651,9.790621999999999,37.7083,72.45358560000001,spring,clear,5,4,0.8660254037844387,-0.49999999999999983
463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,12.5625,12.124513999999998,25.4167,66.2988852,spring,clear,6,4,0.8660254037844387,-0.49999999999999983
464,2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,15.5,16.50005,27.5833,56.1021552,spring,clear,0,4,0.8660254037844387,-0.49999999999999983
465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,14.990849,15.458108,31.75,86.3968752,spring,clear,1,4,0.8660254037844387,-0.49999999999999983
466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,12.993348999999998,12.791377999999998,43.5,60.14925000000001,spring,clear,2,4,0.8660254037844387,-0.49999999999999983
467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,8.388712000000002,6.260084000000003,46.9565,71.2200888,spring,clear,3,4,0.8660254037844387,-0.49999999999999983
468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,10.682500000000001,9.581864,46.625,70.0514748,spring,clear,4,4,0.8660254037844387,-0.49999999999999983
469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,12.7975,12.499328000000002,40.8333,37.4996052,spring,clear,5,4,0.8660254037844387,-0.49999999999999983
470,2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,15.265,16.207735999999997,50.29169999999999,46.049180400000004,spring,clear,6,4,0.8660254037844387,-0.49999999999999983
471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,20.513348999999998,21.875750000000004,50.79169999999999,54.3011148,spring,clear,0,4,0.8660254037844387,-0.49999999999999983
472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,23.215849,24.585050000000003,56.166700000000006,68.7007548,spring,clear,1,4,0.8660254037844387,-0.49999999999999983
473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,20.591651,23.500141999999997,39.0417,65.99931480000001,spring,clear,2,4,0.8660254037844387,-0.49999999999999983
474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,13.776651000000001,14.164508000000001,56.9167,40.500374400000005,spring,mist_cloudy,3,4,0.8660254037844387,-0.49999999999999983
475,2012-04-19,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,15.421651,16.541036,61.25000000000001,15.902123039999998,spring,clear,4,4,0.8660254037844387,-0.49999999999999983
476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,16.753349,18.041150000000002,69.4583,36.1488852,spring,clear,5,4,0.8660254037844387,-0.49999999999999983
477,2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,18.79,19.832786,68.2917,68.40118439999999,spring,clear,6,4,0.8660254037844387,-0.49999999999999983
478,2012-04-22,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,10.643349,9.707264000000002,83.54169999999999,83.1044952,spring,light_snow_rain,0,4,0.8660254037844387,-0.49999999999999983
479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,7.1183489999999985,3.87425,76.66669999999999,73.20323520000001,spring,mist_cloudy,1,4,0.8660254037844387,-0.49999999999999983
480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,11.426651,10.748678000000002,45.4167,60.1511796,spring,clear,2,4,0.8660254037844387,-0.49999999999999983
481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,14.403348999999999,15.040921999999998,42.7917,28.6526304,spring,clear,3,4,0.8660254037844387,-0.49999999999999983
482,2012-04-26,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,15.421651,15.916477999999998,75.66669999999999,42.60195,spring,mist_cloudy,4,4,0.8660254037844387,-0.49999999999999983
483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,13.502500000000001,13.874042,40.0833,83.8490796,spring,clear,5,4,0.8660254037844387,-0.49999999999999983
484,2012-04-28,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,9.703349,8.915264,48.9583,31.349970000000003,spring,mist_cloudy,6,4,0.8660254037844387,-0.49999999999999983
485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,13.541650999999998,13.707985999999998,58.7083,28.1982096,spring,clear,0,4,0.8660254037844387,-0.49999999999999983
486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,13.815849,14.207936,56.99999999999999,41.3990856,spring,mist_cloudy,1,4,0.8660254037844387,-0.49999999999999983
487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,20.826651000000002,22.083385999999997,65.95830000000001,37.6503552,spring,mist_cloudy,2,5,0.49999999999999994,-0.8660254037844387
488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,18.515849,19.501136000000002,79.7083,33.2995896,spring,clear,3,5,0.49999999999999994,-0.8660254037844387
489,2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,18.320000000000004,19.457971999999998,76.83330000000001,32.247475200000004,spring,mist_cloudy,4,5,0.49999999999999994,-0.8660254037844387
490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,21.492499999999996,23.000522000000004,73.54169999999999,39.3006456,spring,clear,5,5,0.49999999999999994,-0.8660254037844387
491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,21.218349,22.584128,75.66669999999999,36.9016704,spring,mist_cloudy,6,5,0.49999999999999994,-0.8660254037844387
492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,18.4375,20.084642000000002,74.0,36.1508148,spring,mist_cloudy,0,5,0.49999999999999994,-0.8660254037844387
493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,17.2625,18.791372000000003,66.41669999999999,55.649905200000006,spring,mist_cloudy,1,5,0.49999999999999994,-0.8660254037844387
494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,19.338349,20.793086000000002,68.58330000000001,71.40219479999999,spring,mist_cloudy,2,5,0.49999999999999994,-0.8660254037844387
495,2012-05-09,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,19.025,20.499650000000003,74.4167,52.1985744,spring,mist_cloudy,3,5,0.49999999999999994,-0.8660254037844387
496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,15.774151,16.457678,55.2083,75.7519956,spring,clear,4,5,0.49999999999999994,-0.8660254037844387
497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,17.066650999999997,18.374978,36.0417,57.1492044,spring,clear,5,5,0.49999999999999994,-0.8660254037844387
498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,18.515849,19.957921999999996,48.0417,29.699679600000003,spring,clear,6,5,0.49999999999999994,-0.8660254037844387
499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,20.7875,22.625708000000003,57.62500000000001,54.2982204,spring,clear,0,5,0.49999999999999994,-0.8660254037844387
500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,18.946651,20.293400000000005,78.95830000000001,51.3013104,spring,mist_cloudy,1,5,0.49999999999999994,-0.8660254037844387
501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,20.748348999999997,22.042664000000002,79.45830000000001,35.5509504,spring,mist_cloudy,2,5,0.49999999999999994,-0.8660254037844387
502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,21.923348999999998,23.33435,69.7917,29.5498944,spring,clear,3,5,0.49999999999999994,-0.8660254037844387
503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,19.886651,21.792458000000003,52.0,55.34937000000001,spring,clear,4,5,0.49999999999999994,-0.8660254037844387
504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,18.515849,20.373985999999995,52.33330000000001,33.0002604,spring,clear,5,5,0.49999999999999994,-0.8660254037844387
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,20.2,21.415928,45.625,20.25477,spring,clear,6,5,0.49999999999999994,-0.8660254037844387
506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,21.179150999999997,22.541822000000003,53.041700000000006,61.3533204,spring,clear,0,5,0.49999999999999994,-0.8660254037844387
507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,20.121651,21.334022000000004,81.125,56.2488048,spring,mist_cloudy,1,5,0.49999999999999994,-0.8660254037844387
508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,20.905,22.334450000000004,76.5833,28.501880399999997,spring,mist_cloudy,2,5,0.49999999999999994,-0.8660254037844387
509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,21.218349,22.584392,77.45830000000001,24.6024,spring,mist_cloudy,3,5,0.49999999999999994,-0.8660254037844387
510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,22.785,24.0422,71.6667,41.70251519999999,spring,clear,4,5,0.49999999999999994,-0.8660254037844387
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,23.96,25.416914,74.70830000000001,33.90066,spring,clear,5,5,0.49999999999999994,-0.8660254037844387
512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,24.5475,26.417936000000005,73.25,47.9968704,spring,clear,6,5,0.49999999999999994,-0.8660254037844387
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,24.43,26.334050000000005,69.7083,51.899245199999996,spring,clear,0,5,0.49999999999999994,-0.8660254037844387
514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,25.487500000000004,28.833800000000004,67.625,47.4008652,spring,clear,1,5,0.49999999999999994,-0.8660254037844387
515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,25.957500000000003,28.417472000000004,68.45830000000001,71.25048,spring,clear,2,5,0.49999999999999994,-0.8660254037844387
516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,22.863349,24.334514,67.0,32.4001548,spring,mist_cloudy,3,5,0.49999999999999994,-0.8660254037844387
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,23.96,25.667714000000004,49.2917,47.101294800000005,spring,clear,4,5,0.49999999999999994,-0.8660254037844387
518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,22.745849000000003,24.125492,75.5417,57.300195599999995,spring,mist_cloudy,5,6,1.2246467991473532e-16,-1.0
